loan_amount,payments_term,monthly_payment,grade,working_years,home,annual_income,verification,purpose,debt_to_income,delinquency,inquiries,open_credit_lines,derogatory_records,revolving_balance,revolving_rate,total_accounts,bankruptcies,fico_average,loan_risk
12000,60 months,291.5,4,2,Mortgage,75000,Not Verified,debt_consolidation,20.19,0,5,10,0,11423,71.4,40,0,697,Charged Off
8125,60 months,186.67,3,0,Mortgage,107000,Verified,debt_consolidation,15.08,0,1,14,0,23311,76.2,33,0,707,Fully Paid
28500,60 months,605.41,2,5,Mortgage,105000,Verified,debt_consolidation,26.67,0,0,18,0,28170,32.6,32,0,777,Fully Paid
7200,36 months,231.08,1,2,Other,68000,Not Verified,credit_card,19.11,0,3,12,0,35333,66.9,39,0,727,Fully Paid
6000,36 months,210.92,4,0,Mortgage,95000,Verified,home_improvement,8.02,0,1,11,0,10464,46.5,31,0,662,Fully Paid
2425,36 months,84.39,3,3,Own,80004,Not Verified,home_improvement,23.92,1,3,8,0,24570,76.8,17,0,667,Fully Paid
7200,36 months,233.58,2,2,Mortgage,53000,Not Verified,debt_consolidation,8.92,1,0,10,0,4137,46,15,0,677,Fully Paid
4200,36 months,141.73,3,10,Mortgage,250000,Verified,other,10.58,0,0,8,0,36063,95.2,21,0,702,Fully Paid
6400,36 months,202.01,1,10,Mortgage,40740,Source Verified,home_improvement,29.16,0,1,9,0,1309,17.7,18,0,727,Fully Paid
15000,36 months,530.33,5,10,Rent,47000,Verified,debt_consolidation,18.38,0,0,7,0,13324,79,21,0,677,Fully Paid
14400,36 months,511.22,5,1,Mortgage,55000,Not Verified,credit_card,16.97,0,9,14,0,16553,22.4,22,0,712,Charged Off
17000,36 months,553.75,2,1,Rent,40000,Verified,debt_consolidation,18.63,0,0,8,0,19782,80.1,12,0,712,Fully Paid
5000,36 months,164.86,2,0,Rent,30000,Not Verified,debt_consolidation,10.2,0,3,3,0,3489,14.2,4,0,732,Fully Paid
19000,60 months,509.97,6,10,Mortgage,65000,Verified,debt_consolidation,20.55,0,0,12,0,11628,47.3,19,0,662,Fully Paid
3000,60 months,71.82,4,3,Rent,22000,Source Verified,debt_consolidation,19.91,0,3,7,0,2989,52.4,8,0,672,Fully Paid
4000,36 months,135.7,3,5,Rent,20000,Source Verified,house,15.06,1,2,5,0,1067,19.4,6,0,702,Fully Paid
6000,36 months,206.79,4,0,Own,50400,Source Verified,educational,12.29,4,2,10,0,935,24.5,35,0,667,Fully Paid
10000,36 months,327.34,2,10,Mortgage,135000,Not Verified,credit_card,10.57,0,0,10,0,4817,76.5,36,0,702,Fully Paid
21250,36 months,746.57,4,4,Rent,65000,Verified,debt_consolidation,24.15,0,1,4,0,0,0,24,0,677,Fully Paid
29500,60 months,464.21,5,7,Mortgage,180000,Source Verified,home_improvement,4.56,0,3,12,0,14521,52.8,19,0,702,Charged Off
4000,36 months,130.49,2,10,Rent,27000,Not Verified,educational,6.04,0,0,4,0,3921,49,5,0,722,Fully Paid
13000,60 months,315.86,3,10,Mortgage,135800,Source Verified,credit_card,11.99,0,2,11,0,26003,79,32,0,697,Fully Paid
8500,36 months,258.71,1,10,Mortgage,86000,Source Verified,debt_consolidation,9.81,0,1,15,0,9350,12.8,30,0,777,Fully Paid
8000,36 months,278.63,4,4,Rent,36000,Not Verified,wedding,8.47,0,2,7,0,5618,65.3,9,0,662,Fully Paid
12000,36 months,407.08,3,0,Rent,60000,Not Verified,debt_consolidation,15.12,0,1,13,0,12540,54.3,15,0,697,Fully Paid
9000,36 months,296.2,2,10,Rent,61041,Verified,other,3.24,0,0,2,0,204,68,7,0,727,Fully Paid
15000,36 months,507.95,3,10,Rent,60000,Source Verified,credit_card,14.54,0,1,6,0,2383,58.1,8,0,692,Fully Paid
13200,60 months,279.88,2,2,Mortgage,66000,Not Verified,car,20.36,0,0,5,0,10325,45.9,16,0,752,Fully Paid
5300,36 months,182.82,3,10,Rent,43218,Verified,debt_consolidation,24.88,0,1,7,0,27067,97,18,0,687,Fully Paid
3000,36 months,100.25,2,4,Mortgage,66000,Not Verified,other,19.78,0,1,10,0,3887,86.4,22,0,697,Fully Paid
8000,60 months,194.38,3,5,Rent,57000,Source Verified,other,14.61,0,1,7,0,8730,63.1,11,0,697,Fully Paid
15850,36 months,522.55,2,0,Rent,36000,Not Verified,debt_consolidation,22.47,0,1,9,0,19796,30.1,12,0,737,Fully Paid
15000,60 months,194.59,2,4,Mortgage,129000,Verified,debt_consolidation,14.23,0,2,12,0,81721,71.6,22,0,727,Fully Paid
19200,36 months,628.5,2,9,Rent,125000,Source Verified,debt_consolidation,11.87,0,0,13,0,15112,51.9,29,0,722,Fully Paid
6000,60 months,126.4,2,10,Own,85460,Not Verified,car,6.4,0,1,15,0,26770,17.4,26,0,792,Fully Paid
9600,36 months,177.97,2,6,Rent,80000,Not Verified,small_business,24.77,0,1,8,0,12216,56.6,10,0,712,Fully Paid
12000,36 months,392.81,2,7,Rent,37200,Not Verified,debt_consolidation,20.81,0,0,5,0,5070,38.1,10,0,702,Charged Off
8000,36 months,264.11,2,3,Mortgage,30992,Not Verified,credit_card,6.89,0,1,6,1,11025,55.1,33,1,712,Charged Off
6000,36 months,190.52,1,7,Mortgage,31776,Verified,car,18.28,0,1,4,0,2203,76,8,0,737,Fully Paid
12000,36 months,390.88,2,1,Rent,86000,Not Verified,debt_consolidation,9.78,1,0,18,0,10579,31.9,36,0,707,Fully Paid
12000,60 months,258.47,2,10,Own,100000,Source Verified,debt_consolidation,8.44,0,2,8,0,3863,12,17,0,772,Fully Paid
11000,36 months,360.84,2,7,Mortgage,88000,Not Verified,medical,8.35,0,0,4,0,4397,48.9,32,0,762,Fully Paid
3600,36 months,124.43,3,6,Mortgage,43200,Verified,medical,5.53,0,2,4,1,106,17.7,10,0,687,Fully Paid
12000,36 months,413.58,4,4,Rent,53000,Not Verified,debt_consolidation,16.53,0,0,7,0,9114,54.6,7,0,687,Fully Paid
20000,36 months,398.06,1,3,Mortgage,60000,Source Verified,medical,1.7,0,0,7,0,2360,12.8,20,0,792,Fully Paid
20000,36 months,662.68,2,2,Rent,55000,Verified,debt_consolidation,13.13,0,0,10,0,20357,59.2,24,0,742,Fully Paid
3600,60 months,75.17,2,10,Mortgage,62000,Not Verified,other,14.73,0,0,11,0,2824,80.7,47,0,752,Fully Paid
7500,36 months,260.77,4,0,Mortgage,175000,Not Verified,debt_consolidation,14.74,1,3,8,0,38604,92.6,28,0,672,Fully Paid
15000,60 months,356.15,4,10,Mortgage,61500,Source Verified,debt_consolidation,20.21,0,1,16,0,16882,32.4,38,0,722,Fully Paid
9600,36 months,310.9,2,2,Rent,45000,Not Verified,debt_consolidation,14.88,0,1,10,0,7968,57.7,17,0,717,Fully Paid
10000,36 months,308.41,1,10,Mortgage,85000,Not Verified,home_improvement,14.75,0,2,10,0,1134,4,25,0,782,Fully Paid
5000,36 months,158.86,1,3,Rent,35004,Not Verified,debt_consolidation,15.02,0,0,9,0,3657,10,19,0,727,Fully Paid
6500,36 months,218.62,3,3,Mortgage,46800,Not Verified,credit_card,3.15,1,0,6,0,6112,81.5,23,0,692,Fully Paid
16000,36 months,521.18,2,10,Mortgage,70000,Source Verified,credit_card,17.61,0,0,8,0,9803,49.5,19,0,722,Fully Paid
15000,36 months,485.78,2,5,Rent,64000,Not Verified,other,16.16,0,2,18,0,11844,22.6,24,0,742,Fully Paid
5000,60 months,121.57,4,2,Rent,40000,Not Verified,credit_card,9.42,0,0,8,0,4087,83.4,17,0,687,Fully Paid
14000,36 months,451.68,2,10,Mortgage,70032,Source Verified,debt_consolidation,17.96,0,0,8,0,42050,76.6,17,0,717,Fully Paid
24000,60 months,652.94,7,8,Own,80000,Verified,debt_consolidation,21.51,0,1,34,0,21169,42.7,62,0,697,Fully Paid
20000,60 months,460.1,3,10,Mortgage,53000,Verified,debt_consolidation,21.98,0,0,17,1,12320,46.8,33,1,717,Charged Off
14000,36 months,458.28,2,6,Mortgage,140400,Verified,wedding,13.23,0,0,10,0,29294,69.6,19,0,702,Fully Paid
24250,36 months,852.8,4,2,Mortgage,120000,Verified,major_purchase,14.65,0,2,21,0,15447,45.6,30,0,682,Fully Paid
10000,36 months,311.11,1,5,Rent,80004,Not Verified,debt_consolidation,5.77,0,2,8,0,6644,35.3,27,0,747,Fully Paid
7500,36 months,258.57,4,10,Mortgage,94036,Not Verified,credit_card,23.88,0,4,15,0,56418,79.2,32,0,672,Charged Off
4000,60 months,92.27,3,7,Mortgage,55000,Not Verified,debt_consolidation,9.95,0,2,8,1,1513,11,16,0,697,Fully Paid
3500,36 months,122.45,4,2,Rent,24000,Not Verified,major_purchase,6.7,0,1,4,0,3661,71.8,4,0,672,Fully Paid
6000,60 months,145.88,4,5,Rent,83000,Source Verified,wedding,10.57,0,1,6,0,4345,77.6,8,0,697,Charged Off
2500,36 months,86.62,4,10,Rent,59000,Not Verified,vacation,9.66,1,3,13,0,19487,86.6,23,0,662,Fully Paid
12425,60 months,297.1,3,4,Rent,44000,Source Verified,debt_consolidation,18.3,0,1,6,0,20287,72.2,30,0,707,Fully Paid
10000,36 months,321.22,2,6,Mortgage,125000,Not Verified,other,21.89,0,0,9,0,86016,81.2,17,0,727,Charged Off
15000,36 months,497.58,3,0,Rent,65000,Verified,home_improvement,19.66,0,5,9,0,24985,49.6,16,0,702,Charged Off
7000,36 months,224.63,2,2,Rent,40000,Not Verified,wedding,9.48,0,3,5,0,320,4.5,8,0,712,Fully Paid
24000,60 months,658.36,6,10,Mortgage,98000,Verified,debt_consolidation,18.02,0,1,12,0,15893,88.8,24,0,667,Fully Paid
14400,60 months,356.1,5,5,Own,125000,Verified,debt_consolidation,5.88,0,3,10,1,9168,84.9,23,1,677,Fully Paid
5000,36 months,158.86,1,2,Mortgage,92700,Not Verified,credit_card,15.02,0,0,8,0,83356,41.7,28,0,732,Fully Paid
8000,36 months,268.53,3,7,Rent,135000,Verified,wedding,4.94,0,0,10,0,8168,35.3,14,0,717,Fully Paid
20000,60 months,526.44,5,10,Rent,58000,Verified,debt_consolidation,23.26,0,0,14,0,23915,68.9,24,0,692,Fully Paid
4800,36 months,162.87,3,1,Rent,65004,Source Verified,debt_consolidation,7.92,1,1,14,0,4461,65.6,25,0,677,Fully Paid
6000,36 months,185.65,1,10,Rent,20000,Verified,medical,23.58,0,0,13,0,5918,11.3,25,0,757,Fully Paid
10000,36 months,331.34,2,3,Rent,25000,Not Verified,debt_consolidation,12.96,0,0,7,0,5787,13.8,9,0,742,Fully Paid
3000,36 months,96.81,2,5,Rent,34008,Source Verified,other,18.49,0,3,8,0,737,13.9,9,0,737,Fully Paid
7500,36 months,241.69,2,3,Rent,31200,Not Verified,credit_card,12.35,0,0,14,0,7790,57.3,18,0,707,Fully Paid
5000,36 months,169.66,3,4,Own,36000,Source Verified,wedding,14.33,0,0,6,0,3989,72.5,8,0,682,Charged Off
10000,36 months,322.63,2,3,Mortgage,54000,Not Verified,debt_consolidation,24.64,0,2,9,0,9973,69.7,13,0,697,Fully Paid
15000,36 months,494.53,2,4,Mortgage,75000,Not Verified,debt_consolidation,10.1,0,1,9,0,73366,61.7,34,0,742,Fully Paid
25000,36 months,815.4,2,6,Mortgage,105000,Verified,debt_consolidation,9.65,0,0,8,0,83622,29.3,17,0,752,Fully Paid
11200,60 months,302.31,6,7,Mortgage,36000,Verified,debt_consolidation,15.8,0,2,9,0,8146,82.3,36,0,667,Charged Off
3000,36 months,96.81,2,0,Rent,38500,Source Verified,debt_consolidation,11.31,0,0,6,0,3259,73.4,9,0,692,Fully Paid
5000,60 months,130.84,6,8,Rent,32000,Verified,debt_consolidation,5.07,1,0,7,0,3775,31.2,12,0,672,Fully Paid
6000,36 months,205.33,4,10,Rent,45000,Verified,small_business,24.91,0,0,10,0,6385,88.7,17,0,662,Fully Paid
8500,60 months,203.47,4,4,Mortgage,54000,Source Verified,home_improvement,17.82,0,1,10,0,5110,50.1,16,0,712,Fully Paid
12000,36 months,386.7,2,8,Mortgage,63000,Not Verified,credit_card,16.48,0,1,8,0,23724,75.1,26,0,727,Fully Paid
7500,36 months,135.84,4,2,Mortgage,49000,Not Verified,debt_consolidation,18.74,1,4,11,0,16195,88.5,27,0,667,Charged Off
12800,60 months,281.45,2,10,Mortgage,78000,Verified,credit_card,8.51,0,0,10,0,38176,71.8,34,0,727,Fully Paid
10000,36 months,325.6,2,10,Rent,60132,Not Verified,other,22.07,0,2,3,0,28,0.3,16,0,777,Fully Paid
20000,60 months,435.95,2,7,Mortgage,135000,Verified,home_improvement,7.32,0,2,9,0,1293,3.1,42,0,792,Fully Paid
24000,60 months,518.72,2,10,Rent,102000,Source Verified,debt_consolidation,9.74,0,1,11,0,14931,67.9,41,0,777,Fully Paid
2000,36 months,69.6,3,2,Rent,41000,Verified,moving,17.74,0,1,7,0,18115,96.4,11,0,682,Fully Paid
24000,36 months,865.26,6,3,Rent,53000,Verified,debt_consolidation,5.41,0,2,6,0,21675,80.6,18,0,667,Charged Off
4000,36 months,122.67,1,0,Mortgage,60000,Not Verified,other,15.16,0,0,9,0,59671,74.5,24,0,722,Fully Paid
4800,36 months,165.23,5,1,Rent,63000,Not Verified,debt_consolidation,11.39,0,2,24,0,11823,54.2,34,0,642,Charged Off
6400,36 months,199.06,1,10,Mortgage,103000,Not Verified,other,5.07,0,0,9,1,2482,16.9,16,1,727,Fully Paid
8000,36 months,247.53,1,1,Mortgage,83500,Source Verified,small_business,15.41,0,1,11,0,1426,11.9,52,0,762,Fully Paid
5000,36 months,156.1,1,8,Mortgage,39500,Not Verified,major_purchase,10.27,0,2,5,0,2629,8.8,20,0,797,Fully Paid
22000,60 months,590.49,6,7,Rent,148000,Verified,debt_consolidation,5.23,1,1,7,0,43,0.4,18,0,672,Fully Paid
5000,36 months,172.65,3,1,Rent,30240,Source Verified,other,10.28,0,1,11,0,4202,84,11,0,667,Fully Paid
4000,36 months,136.42,3,3,Rent,60000,Not Verified,debt_consolidation,18.18,0,4,13,0,15301,85,18,0,677,Charged Off
9250,60 months,230.19,5,5,Mortgage,38400,Not Verified,home_improvement,6.81,0,3,4,0,9292,80.8,7,0,672,Fully Paid
5000,36 months,166.5,2,4,Rent,46809.24,Not Verified,debt_consolidation,6.38,0,0,2,0,233,6.7,4,0,772,Fully Paid
35000,60 months,851.51,4,8,Rent,252361,Verified,debt_consolidation,16.69,0,4,16,0,46907,64.1,26,0,747,Fully Paid
16500,60 months,214.77,2,10,Mortgage,50000,Not Verified,debt_consolidation,13.49,0,2,5,0,15957,68.5,11,0,747,Fully Paid
24250,36 months,596.48,3,3,Mortgage,92004,Verified,debt_consolidation,11.36,0,0,12,0,42906,68.5,32,0,707,Fully Paid
27500,36 months,913.27,2,2,Own,85000,Verified,credit_card,13.45,0,0,7,0,30955,64.2,43,0,717,Fully Paid
3500,36 months,113.91,2,10,Rent,38000,Not Verified,credit_card,19.61,0,0,6,0,8031,94.5,15,0,712,Fully Paid
8000,60 months,193.28,4,6,Mortgage,47000,Source Verified,credit_card,4.34,0,0,6,0,5414,70,10,0,677,Fully Paid
6000,60 months,148.38,5,0,Rent,36000,Not Verified,home_improvement,17.33,0,1,8,0,9567,82.5,11,0,667,Fully Paid
3250,36 months,111.5,3,5,Rent,20400,Not Verified,debt_consolidation,22.41,0,1,8,1,7986,81.5,12,0,667,Charged Off
10000,36 months,329.72,2,4,Own,38400,Source Verified,credit_card,16.44,0,0,8,0,6167,66.3,8,0,692,Charged Off
10000,36 months,344.95,3,4,Own,42000,Not Verified,house,21.54,3,2,9,0,11006,29.5,27,0,677,Fully Paid
20000,36 months,686.12,3,10,Mortgage,158000,Verified,debt_consolidation,16.42,0,0,17,0,77324,75.9,33,0,692,Fully Paid
1200,36 months,38.67,2,0,Rent,34000,Source Verified,moving,9.18,0,0,8,0,2674,78.6,20,0,692,Charged Off
8000,60 months,174.38,2,10,Mortgage,48000,Not Verified,small_business,28.55,0,1,12,0,25827,52.3,58,0,732,Fully Paid
7000,36 months,228.35,2,1,Rent,120000,Not Verified,debt_consolidation,11.38,0,0,10,0,22837,89.9,29,0,717,Fully Paid
4000,36 months,129.75,2,0,Rent,30000,Not Verified,other,24,0,1,10,0,18787,81,22,0,682,Fully Paid
20000,60 months,477.98,5,6,Mortgage,95000,Verified,debt_consolidation,17.49,0,1,17,0,39621,82,29,0,672,Charged Off
35000,60 months,896.22,5,3,Mortgage,205000,Verified,home_improvement,4.56,0,1,11,0,17404,31.2,27,0,712,Fully Paid
10000,36 months,311.11,1,2,Mortgage,94800,Not Verified,medical,13.08,0,1,8,0,2748,62.5,23,0,737,Fully Paid
35000,60 months,617.91,5,2,Mortgage,90000,Source Verified,small_business,15.77,0,0,12,0,0,0,35,0,697,Fully Paid
2400,36 months,74.55,1,2,Rent,66000,Not Verified,other,5.89,0,0,10,0,151,4.9,24,0,777,Fully Paid
12600,36 months,388.6,1,3,Rent,190000,Source Verified,renewable_energy,12.63,0,0,15,0,20803,16.2,29,0,757,Fully Paid
13000,36 months,413.03,1,9,Rent,52128,Not Verified,credit_card,18.99,0,1,8,0,14385,50.3,21,0,747,Fully Paid
6700,36 months,208.91,1,0,Rent,12000,Verified,other,6.6,0,0,5,0,2215,51.5,7,0,712,Charged Off
12000,36 months,419.84,4,3,Mortgage,85000,Not Verified,debt_consolidation,23.89,0,0,10,0,203525,74.2,18,0,692,Charged Off
5000,36 months,162.19,2,3,Rent,42016,Not Verified,debt_consolidation,4.08,0,0,5,0,3408,44.8,10,0,692,Fully Paid
4000,36 months,140.55,3,6,Rent,39000,Source Verified,debt_consolidation,21.91,0,2,6,0,8038,93.5,15,0,667,Fully Paid
10000,36 months,342.61,3,10,Mortgage,144000,Not Verified,debt_consolidation,14.15,0,1,16,0,91085,69.4,31,0,677,Fully Paid
7500,36 months,236.14,1,10,Own,30004,Not Verified,home_improvement,1.52,0,0,6,0,1304,9.7,8,0,757,Fully Paid
15000,36 months,503.11,3,3,Rent,72900,Not Verified,debt_consolidation,16.53,0,0,9,0,14925,56.1,22,0,697,Fully Paid
2500,36 months,85.05,4,0,Mortgage,65004,Not Verified,debt_consolidation,4.19,1,4,5,1,2368,21.5,21,0,667,Charged Off
10000,36 months,318.33,1,4,Mortgage,50000,Not Verified,debt_consolidation,9.62,0,0,7,0,18917,33.2,18,0,752,Fully Paid
4100,36 months,136.16,2,1,Rent,48000,Not Verified,debt_consolidation,10.38,0,1,8,0,8044,75.2,10,0,687,Fully Paid
8000,36 months,266.52,2,1,Rent,60000,Verified,credit_card,19.23,0,1,9,0,30140,89.4,21,0,702,Fully Paid
6250,60 months,144.53,3,0,Rent,29000,Not Verified,small_business,20.61,0,3,8,0,7677,65.6,15,0,677,Charged Off
12000,60 months,284.41,4,3,Rent,50232,Source Verified,credit_card,22.31,0,0,9,0,9398,84.7,22,0,687,Fully Paid
20000,60 months,489.77,4,10,Mortgage,64000,Verified,debt_consolidation,14.19,0,2,12,0,18800,65.5,18,0,692,Charged Off
8000,60 months,192.73,4,0,Rent,41600,Source Verified,debt_consolidation,15.06,0,1,6,0,6737,48.5,9,0,687,Fully Paid
2000,36 months,68.35,3,1,Rent,22000,Verified,other,24,0,1,5,0,5964,82.8,20,0,672,Fully Paid
5000,36 months,150.8,1,10,Mortgage,79200,Not Verified,car,2.18,0,0,8,0,1182,6.7,28,0,802,Fully Paid
20000,36 months,699.73,4,2,Rent,57500,Verified,debt_consolidation,4.88,0,0,4,0,8436,87.9,10,0,682,Fully Paid
6000,36 months,200.5,2,7,Rent,21000,Source Verified,other,16.4,0,3,4,0,896,12.4,8,0,702,Fully Paid
1300,36 months,40.55,1,3,Rent,51000,Not Verified,debt_consolidation,19.19,0,1,15,0,2513,9.6,18,0,757,Fully Paid
4000,36 months,130.47,2,3,Rent,54000,Source Verified,car,7.09,0,1,10,0,3370,40.6,24,0,692,Fully Paid
12000,36 months,361.92,1,10,Mortgage,150000,Source Verified,debt_consolidation,5.81,0,0,12,0,17613,27.1,31,0,772,Fully Paid
5000,36 months,172.11,5,10,Mortgage,89500,Not Verified,debt_consolidation,16.57,0,0,17,0,21251,80.8,41,0,647,Charged Off
18000,60 months,437.63,4,0,Rent,38616,Verified,debt_consolidation,21.47,0,1,7,0,8445,68.1,13,0,712,Charged Off
5000,36 months,151.64,1,4,Mortgage,198171.96,Source Verified,car,14.74,0,0,14,0,58168,56.1,32,0,737,Fully Paid
9250,60 months,230.84,5,2,Rent,30000,Not Verified,credit_card,18.84,0,0,3,0,15219,91.7,5,0,687,Fully Paid
12000,36 months,375.49,1,5,Rent,26000,Not Verified,credit_card,12.83,0,1,5,0,7083,61,21,0,742,Fully Paid
1200,36 months,41.26,4,1,Rent,65508,Not Verified,debt_consolidation,14.49,0,6,7,0,690,6.8,7,0,672,Charged Off
5000,36 months,159.74,1,10,Mortgage,24000,Not Verified,educational,18.75,0,4,10,0,0,0,16,0,782,Fully Paid
8450,36 months,267.11,1,0,Rent,42000,Verified,debt_consolidation,17.37,0,1,11,0,8493,58.7,25,0,752,Fully Paid
8000,36 months,243.49,1,9,Own,35400,Not Verified,debt_consolidation,9.42,0,0,7,0,12151,38.1,30,0,762,Fully Paid
7000,36 months,239.21,3,2,Rent,85000,Verified,medical,1.91,1,2,7,0,2640,45.5,32,0,677,Fully Paid
4650,36 months,151.69,2,6,Mortgage,30000,Source Verified,major_purchase,9.36,0,0,7,0,1559,9.9,29,0,707,Fully Paid
6000,36 months,190.52,1,10,Mortgage,100000,Not Verified,debt_consolidation,9.34,0,1,5,0,8810,69.9,25,0,732,Fully Paid
14000,60 months,334.54,4,10,Mortgage,80000,Source Verified,debt_consolidation,19.32,0,3,13,1,28863,92.2,28,1,687,Charged Off
3600,60 months,83.04,3,2,Rent,33400,Verified,moving,19.19,0,0,3,0,1407,70.3,4,0,717,Fully Paid
19000,36 months,420.61,2,10,Mortgage,80000,Source Verified,debt_consolidation,21.38,0,2,8,0,78314,70,33,0,722,Charged Off
15000,60 months,332.61,2,2,Own,74000,Source Verified,debt_consolidation,18.07,0,1,9,0,12849,49.1,20,0,732,Fully Paid
10000,36 months,311.02,1,3,Rent,30000,Verified,debt_consolidation,19.36,0,0,4,0,1307,21.4,11,0,752,Fully Paid
4000,36 months,129.75,2,0,Rent,25000,Not Verified,debt_consolidation,19.54,0,0,14,0,4061,48.7,18,0,682,Fully Paid
6800,36 months,214.63,1,3,Rent,27800,Source Verified,credit_card,7.73,0,0,9,0,9634,51.2,11,0,712,Fully Paid
3500,60 months,80.52,3,2,Rent,29112,Not Verified,house,14.1,0,0,5,1,11014,61.5,13,1,692,Fully Paid
10000,36 months,326.21,2,3,Rent,38004,Source Verified,debt_consolidation,4.39,1,3,7,0,2103,28,22,0,717,Fully Paid
21000,36 months,692.4,2,4,Mortgage,100800,Verified,other,7.02,0,0,12,0,18598,70.2,24,0,717,Fully Paid
18000,36 months,599.4,2,4,Rent,110000,Not Verified,debt_consolidation,8.23,0,1,7,0,15533,79.3,14,0,722,Fully Paid
25000,36 months,846.57,3,0,Rent,79632,Verified,debt_consolidation,23.37,0,2,24,0,35520,59.2,37,0,727,Fully Paid
18950,60 months,491.89,5,3,Mortgage,49500,Verified,credit_card,13.99,0,0,9,0,20166,97.4,20,0,697,Fully Paid
5000,36 months,162.23,2,1,Mortgage,96000,Verified,debt_consolidation,19.94,0,2,13,0,30755,69.4,37,0,717,Fully Paid
10200,36 months,337.38,2,10,Rent,90000,Source Verified,wedding,16.15,0,0,8,0,7814,78.9,17,0,687,Fully Paid
2725,36 months,86.01,1,0,Mortgage,57000,Verified,debt_consolidation,13.73,0,0,12,0,19737,83,16,0,702,Fully Paid
18000,60 months,486.86,6,4,Rent,78000,Not Verified,debt_consolidation,9.72,1,1,7,0,16587,59.7,18,0,662,Fully Paid
11000,36 months,371.2,3,10,Mortgage,79000,Not Verified,other,4.5,0,0,5,0,1210,24.2,11,0,692,Fully Paid
12000,36 months,405.66,3,3,Rent,55000,Source Verified,debt_consolidation,11.24,0,0,7,0,6457,77.8,17,0,697,Fully Paid
6000,60 months,152.33,5,2,Rent,23004,Not Verified,debt_consolidation,13.2,0,0,15,0,3981,75.1,17,0,667,Fully Paid
4000,36 months,131.89,2,2,Rent,40000,Source Verified,medical,11.13,0,2,7,0,1822,24,14,0,697,Fully Paid
6000,36 months,201.27,2,4,Mortgage,40000,Not Verified,debt_consolidation,5.61,0,1,5,1,6830,59.4,11,1,692,Fully Paid
1200,36 months,40.72,3,5,Mortgage,110000,Source Verified,car,12.38,0,1,11,0,25012,92.3,42,0,687,Fully Paid
35000,36 months,1139.08,2,10,Mortgage,140000,Verified,debt_consolidation,11.94,0,4,8,0,8135,34.9,27,0,782,Fully Paid
21600,36 months,407.11,1,10,Mortgage,58000,Verified,debt_consolidation,15.54,0,0,10,0,18605,65.7,21,0,762,Fully Paid
9600,36 months,308.11,1,7,Rent,41000,Not Verified,debt_consolidation,6.85,0,2,13,0,12865,18.8,21,0,762,Fully Paid
10800,36 months,381.25,4,6,Rent,48000,Source Verified,debt_consolidation,17.27,0,3,10,0,8626,86.3,25,0,667,Fully Paid
16800,36 months,597.05,4,6,Rent,75000,Verified,debt_consolidation,7.34,1,1,6,0,18183,73.8,31,0,672,Charged Off
14175,60 months,354.35,4,4,Mortgage,80000,Not Verified,debt_consolidation,16.34,0,1,12,0,18272,60.5,26,0,682,Fully Paid
10000,36 months,341.04,3,0,Mortgage,60000,Not Verified,wedding,21.52,0,1,13,0,19975,97.9,37,0,707,Fully Paid
29550,36 months,938.31,1,2,Rent,148616,Verified,debt_consolidation,22.86,0,0,8,0,21970,42.9,24,0,737,Fully Paid
3075,36 months,107.54,4,1,Mortgage,28000,Source Verified,debt_consolidation,24.47,0,2,11,0,7621,54,17,0,662,Charged Off
