loan_amount,payments_term,monthly_payment,grade,working_years,home,annual_income,verification,purpose,debt_to_income,delinquency,inquiries,open_credit_lines,derogatory_records,revolving_balance,revolving_rate,total_accounts,bankruptcies,fico_average,loan_risk
6475,36 months,208.9,2,2,Rent,42000,Not Verified,credit_card,8.49,0,0,4,0,4845,72.3,9,0,717,Fully Paid
25000,36 months,866.16,4,0,Rent,100000,Not Verified,debt_consolidation,17.24,0,0,10,0,30438,79.4,30,0,702,Fully Paid
9600,60 months,237.66,5,3,Mortgage,59004,Source Verified,debt_consolidation,12.49,0,6,8,0,3348,54.9,21,0,692,Charged Off
6000,36 months,189.67,1,4,Rent,54000,Not Verified,other,11.98,0,0,7,0,10275,43.9,30,0,742,Fully Paid
10000,36 months,335.67,3,3,Rent,35000,Not Verified,debt_consolidation,8.71,0,0,8,0,6907,29.3,8,0,702,Fully Paid
6200,36 months,211.27,3,2,Rent,39996,Not Verified,debt_consolidation,9,0,3,6,0,4480,81.5,17,0,682,Fully Paid
7500,36 months,254.44,3,8,Rent,75000,Not Verified,credit_card,12.51,0,0,3,0,38484,81.7,21,0,702,Fully Paid
18000,60 months,272.02,4,10,Mortgage,59000,Source Verified,credit_card,4.62,0,3,7,0,11243,83.9,14,0,702,Fully Paid
15000,36 months,498.15,2,6,Mortgage,43000,Source Verified,debt_consolidation,9.27,0,0,7,1,12397,81,8,1,692,Fully Paid
13000,36 months,441.6,3,9,Mortgage,112000,Verified,credit_card,15.01,0,1,16,0,46306,56.6,44,0,702,Fully Paid
15000,36 months,527.29,4,10,Mortgage,40000,Verified,debt_consolidation,16.92,0,1,23,0,16159,41.5,36,0,682,Charged Off
22000,60 months,511.68,3,10,Rent,64800,Verified,debt_consolidation,8.69,0,0,4,0,3575,89.4,20,0,737,Fully Paid
8000,36 months,262.33,2,9,Rent,39860,Source Verified,debt_consolidation,11.08,0,1,9,1,5134,76.6,16,1,687,Fully Paid
5000,60 months,99.7,1,8,Mortgage,61200,Not Verified,car,4.92,0,0,12,0,8486,10.8,28,0,787,Fully Paid
7000,36 months,213.05,1,10,Own,22800,Not Verified,debt_consolidation,28.42,0,3,8,0,20223,41.1,31,0,772,Fully Paid
2000,36 months,62.23,1,7,Mortgage,85000,Verified,wedding,8.39,0,1,6,0,20541,59,14,0,722,Fully Paid
25000,60 months,502.4,4,10,Mortgage,68000,Source Verified,small_business,0.6,0,4,2,0,0,1.88,29,0,787,Charged Off
8000,36 months,243.34,1,3,Mortgage,24000,Not Verified,home_improvement,6.35,0,2,6,0,4749,26,14,0,792,Fully Paid
9000,36 months,301.2,3,2,Mortgage,91992,Source Verified,home_improvement,20.3,0,2,12,0,42813,0,28,0,722,Charged Off
3200,36 months,101.01,1,3,Mortgage,76200,Not Verified,credit_card,13.39,0,1,9,1,8754,44,15,1,717,Fully Paid
4200,36 months,144.8,4,1,Rent,76000,Not Verified,educational,15.28,0,0,11,0,15578,91.1,19,0,667,Fully Paid
8000,36 months,248.89,1,8,Rent,105000,Not Verified,home_improvement,6.06,0,0,7,0,12472,30.2,12,0,742,Fully Paid
20000,36 months,682.08,3,10,Mortgage,96000,Not Verified,debt_consolidation,22.68,0,7,18,0,16245,27.5,46,0,732,Charged Off
35000,36 months,1238.98,4,10,Mortgage,119000,Verified,debt_consolidation,23.43,0,0,19,0,24164,85.4,52,0,702,Fully Paid
8000,60 months,168.49,2,4,Rent,55200,Verified,debt_consolidation,18.54,0,1,6,0,3237,15.2,21,0,742,Fully Paid
1950,36 months,65.16,2,6,Rent,90000,Verified,debt_consolidation,8.77,0,1,6,0,1543,27.1,8,0,712,Fully Paid
24000,60 months,634.66,5,10,Mortgage,62000,Verified,debt_consolidation,8.38,0,1,4,0,11355,95.4,5,0,712,Fully Paid
3000,36 months,98.38,2,6,Rent,43000,Source Verified,vacation,1.81,0,0,3,0,1820,70.4,4,0,687,Charged Off
18000,36 months,608.42,3,7,Mortgage,130000,Verified,credit_card,16.99,0,0,9,0,33756,82.3,41,0,702,Fully Paid
2500,36 months,79.39,1,2,Rent,35000,Source Verified,debt_consolidation,11.01,0,1,9,0,2435,25.6,14,0,717,Fully Paid
5400,36 months,172.68,1,1,Mortgage,98406,Not Verified,credit_card,19.36,0,2,9,0,36976,53.1,26,0,732,Fully Paid
21500,60 months,427.19,4,2,Own,59000,Verified,debt_consolidation,22.86,0,1,13,0,18723,81.8,16,0,692,Fully Paid
25000,36 months,828.69,2,2,Rent,84996,Not Verified,credit_card,16.9,0,2,11,0,23595,62.3,14,0,717,Fully Paid
12000,60 months,259.36,2,6,Rent,30694,Not Verified,moving,23.07,0,0,4,0,7310,63,11,0,732,Fully Paid
6000,60 months,156.61,5,10,Mortgage,66000,Verified,debt_consolidation,19.49,4,3,4,0,2143,93.2,22,0,667,Fully Paid
10000,36 months,328.04,2,0,Rent,32580,Not Verified,debt_consolidation,19.93,0,0,13,0,13952,23.1,18,0,782,Fully Paid
12000,36 months,431.31,4,3,Rent,80000,Not Verified,debt_consolidation,21.46,0,3,23,0,12282,79,57,0,667,Fully Paid
15000,36 months,463.09,1,10,Rent,99000,Not Verified,debt_consolidation,5.5,0,0,5,0,7082,16.4,8,0,772,Fully Paid
5000,36 months,163.96,2,5,Rent,38000,Not Verified,debt_consolidation,14.43,0,3,8,0,1501,35.7,21,0,687,Charged Off
9200,36 months,303.34,2,4,Rent,50000,Not Verified,debt_consolidation,11.16,1,2,6,0,9280,75.4,22,0,702,Fully Paid
20000,36 months,616.72,1,5,Rent,75000,Verified,house,19.81,0,0,7,0,30897,53.3,22,0,742,Fully Paid
2000,36 months,60.66,1,1,Rent,33000,Source Verified,medical,18.04,0,0,8,0,5069,7.3,18,0,767,Fully Paid
2000,36 months,61.75,1,1,Rent,69000,Not Verified,debt_consolidation,3.2,0,0,8,0,1372,4.1,20,0,737,Fully Paid
1000,36 months,32.56,2,3,Rent,40000,Source Verified,other,4.8,0,0,7,0,1024,78.8,20,0,697,Fully Paid
15000,36 months,525.03,5,4,Mortgage,85008,Verified,debt_consolidation,22.16,0,1,14,0,24143,59.5,36,0,672,Charged Off
6000,60 months,136.71,3,0,Mortgage,45100,Not Verified,debt_consolidation,2.31,0,1,9,0,2381,49.6,24,0,707,Charged Off
13500,36 months,410.64,1,0,Rent,185000,Verified,major_purchase,4.61,0,0,8,0,7946,10.3,22,0,772,Fully Paid
6000,36 months,186.61,1,6,Own,30000,Not Verified,debt_consolidation,28.76,0,0,10,0,5618,35,15,0,727,Charged Off
9600,36 months,325.68,3,1,Rent,40000,Not Verified,medical,20.97,0,0,9,0,7795,46.4,16,0,687,Fully Paid
16000,60 months,421.15,5,4,Rent,136500,Verified,wedding,13.29,0,0,19,0,15568,83.3,40,0,662,Fully Paid
5575,60 months,128.26,3,3,Rent,36000,Not Verified,car,17.27,0,2,4,0,8999,30.6,9,0,727,Fully Paid
5000,36 months,161.32,2,2,Rent,110000,Source Verified,wedding,6.93,0,1,6,0,4708,46.5,9,0,692,Fully Paid
5000,36 months,180.59,5,3,Rent,24000,Source Verified,debt_consolidation,4.5,0,8,2,0,4533,82.4,5,0,692,Charged Off
17600,36 months,572.8,2,10,Mortgage,100000,Not Verified,credit_card,13.69,0,0,12,0,21001,75.3,34,0,717,Fully Paid
14550,60 months,394.78,7,6,Mortgage,82000,Source Verified,debt_consolidation,20.72,0,8,8,1,2887,60.1,47,1,667,Charged Off
6500,60 months,131.43,1,10,Mortgage,118200,Not Verified,car,8.31,0,0,10,0,20604,27.4,39,0,812,Fully Paid
22200,60 months,614.53,7,3,Rent,82000,Verified,other,3.76,0,3,6,0,2113,96,12,0,667,Fully Paid
18050,36 months,582.43,2,10,Mortgage,75288,Not Verified,debt_consolidation,7.73,0,0,6,0,18352,61.2,19,0,742,Fully Paid
1500,36 months,50.9,3,2,Rent,25200,Not Verified,major_purchase,7.33,0,0,3,0,1900,11.3,4,0,687,Fully Paid
1400,36 months,42.23,1,10,Mortgage,54000,Source Verified,major_purchase,12.07,0,0,9,0,896,2.7,25,0,807,Fully Paid
15000,36 months,527.36,5,10,Mortgage,50000,Source Verified,debt_consolidation,6.19,0,0,8,0,11819,75.8,9,0,667,Fully Paid
28000,60 months,723.11,5,6,Rent,92000,Verified,major_purchase,0.33,0,0,4,0,415,1.8,18,0,707,Fully Paid
15000,36 months,491.03,2,3,Mortgage,63000,Not Verified,credit_card,11.5,0,0,10,0,5636,21.1,34,0,722,Fully Paid
14000,36 months,478.36,3,10,Mortgage,60000,Source Verified,credit_card,18.14,1,1,8,0,10041,40.7,26,0,692,Fully Paid
35000,60 months,921.26,5,8,Rent,75000,Verified,debt_consolidation,19.62,0,0,9,0,36167,79,25,0,687,Fully Paid
15000,36 months,465.15,1,0,Rent,62004,Verified,debt_consolidation,5.5,0,0,15,0,9703,21.5,40,0,752,Fully Paid
9925,36 months,304.74,1,0,Rent,24000,Source Verified,debt_consolidation,20.95,0,0,10,0,16232,60.3,36,0,742,Fully Paid
17000,36 months,563.79,2,0,Mortgage,45000,Verified,debt_consolidation,19.44,0,3,9,0,9583,38.5,27,0,722,Fully Paid
1400,36 months,43.23,1,0,Rent,25200,Source Verified,car,11.29,1,0,7,0,0,0,14,0,742,Fully Paid
4200,60 months,103.87,4,7,Mortgage,22088,Verified,debt_consolidation,10.65,0,2,9,0,4753,91.4,13,0,687,Fully Paid
9450,60 months,204.25,2,10,Rent,65004,Not Verified,debt_consolidation,16.52,0,4,9,0,8094,51.9,26,0,747,Fully Paid
25000,36 months,929.48,7,4,Mortgage,120000,Verified,debt_consolidation,19.69,1,0,6,0,66753,95.8,47,0,667,Fully Paid
5100,60 months,109.27,2,5,Mortgage,68000,Source Verified,debt_consolidation,8.89,0,0,14,0,4847,17.3,22,0,722,Fully Paid
16000,60 months,445.1,6,1,Mortgage,120000,Source Verified,other,21.16,4,1,25,0,43109,72.3,49,0,672,Charged Off
7000,36 months,222.41,1,1,Rent,36000,Not Verified,vacation,2.6,0,0,5,0,0,0,12,0,752,Fully Paid
12000,36 months,365.23,1,9,Rent,50000,Source Verified,debt_consolidation,18.89,0,0,9,0,382,5.2,15,0,792,Fully Paid
8325,60 months,209.19,5,2,Rent,30000,Verified,debt_consolidation,23.2,2,0,12,0,8841,67,25,0,662,Charged Off
3000,36 months,99.63,2,5,Mortgage,40000,Not Verified,home_improvement,0.45,3,0,5,0,271,19.4,11,0,677,Fully Paid
1875,36 months,63.62,3,1,Rent,14400,Source Verified,credit_card,18.83,1,2,8,0,5342,48.6,23,0,677,Fully Paid
7200,36 months,243.37,3,1,Own,50414.91,Not Verified,major_purchase,12.62,4,4,16,0,1007,24,20,0,692,Charged Off
10000,36 months,343.09,3,6,Mortgage,60000,Verified,debt_consolidation,23.1,0,1,12,0,9881,72.7,23,0,682,Charged Off
25000,60 months,371.55,3,6,Mortgage,110000,Verified,credit_card,10.77,1,3,10,0,11534,30.1,33,0,722,Fully Paid
10000,36 months,320.95,1,10,Mortgage,65600,Source Verified,small_business,1.04,0,2,10,0,4435,36.2,39,0,742,Fully Paid
5500,36 months,190.55,4,7,Mortgage,52000,Not Verified,debt_consolidation,18.74,0,2,11,0,10655,58.2,37,0,662,Fully Paid
6000,36 months,193.35,2,0,Mortgage,112000,Verified,credit_card,24.92,0,2,15,0,17815,73.6,37,0,707,Fully Paid
18000,60 months,391.28,2,0,Rent,52000,Source Verified,credit_card,14.4,0,0,9,0,14560,34.4,19,0,752,Fully Paid
4800,60 months,103.77,2,4,Mortgage,42400,Source Verified,debt_consolidation,22.53,0,1,10,0,11924,40.2,27,0,732,Fully Paid
15000,36 months,476.16,2,4,Rent,44104,Verified,debt_consolidation,22.2,0,0,9,0,14274,50.4,21,0,717,Fully Paid
17000,36 months,551.28,3,0,Mortgage,75000,Verified,debt_consolidation,11.47,0,0,10,0,17565,53.9,22,0,707,Fully Paid
10150,36 months,330.49,2,4,Rent,35000,Verified,debt_consolidation,16.66,0,4,13,0,8451,47.7,45,0,717,Charged Off
23000,60 months,587.19,4,10,Rent,75000,Verified,debt_consolidation,5.78,2,0,9,0,901,13.2,17,0,697,Fully Paid
10400,36 months,315.4,1,6,Mortgage,83000,Source Verified,other,6.1,0,1,7,0,3082,10.4,14,0,777,Fully Paid
4500,60 months,113.25,4,7,Mortgage,51600,Source Verified,debt_consolidation,22.63,0,1,8,0,13739,67.7,13,0,687,Fully Paid
18000,36 months,568.14,1,4,Rent,132000,Source Verified,credit_card,16.19,1,0,9,0,15485,77,38,0,742,Fully Paid
1000,60 months,24.32,4,10,Rent,33000,Verified,other,20.98,0,1,10,0,12561,89,20,0,677,Charged Off
5000,36 months,171.43,3,10,Rent,39862,Not Verified,major_purchase,10.78,0,0,5,0,4053,76.5,7,0,672,Fully Paid
3000,36 months,94.84,1,0,Mortgage,114440,Not Verified,other,0.16,0,0,4,0,531,35.4,4,0,752,Fully Paid
2000,36 months,61,1,10,Mortgage,21600,Not Verified,medical,3.17,0,1,4,0,2704,10.3,17,0,797,Fully Paid
5000,36 months,151.64,1,3,Mortgage,45000,Verified,major_purchase,0.53,0,1,6,0,519,8.2,13,0,752,Fully Paid
14000,36 months,498.38,4,1,Rent,122400,Verified,credit_card,18.22,0,0,12,0,42264,79.3,26,0,667,Fully Paid
20000,36 months,383.35,1,3,Mortgage,219996,Verified,other,9.23,0,3,11,0,27664,57.4,35,0,762,Fully Paid
7500,36 months,226.96,2,10,Rent,68608,Not Verified,credit_card,8.62,0,1,4,0,22595,61.9,7,0,722,Fully Paid
10000,60 months,131.93,1,4,Mortgage,65000,Not Verified,credit_card,7.62,1,1,13,0,5629,19.1,23,0,737,Fully Paid
20000,36 months,662.68,2,10,Mortgage,80000,Not Verified,debt_consolidation,9.11,0,0,6,0,28091,50.6,13,0,742,Fully Paid
11400,36 months,354.67,1,10,Rent,30000,Source Verified,other,1.72,0,0,8,0,219,1.8,11,0,792,Fully Paid
3600,36 months,112.29,1,3,Rent,30500,Source Verified,major_purchase,10.54,0,0,7,0,1859,11.4,10,0,752,Fully Paid
1800,36 months,59.35,2,0,Rent,15000,Source Verified,other,12,0,1,13,0,1328,25.5,32,0,687,Fully Paid
3200,36 months,99.55,1,6,Rent,95000,Not Verified,credit_card,4.61,0,0,5,0,139,0.8,10,0,767,Fully Paid
5000,36 months,163.11,2,7,Mortgage,48000,Source Verified,major_purchase,2.23,0,4,6,0,314,5.9,16,0,717,Charged Off
24000,36 months,834.44,4,7,Mortgage,98000,Verified,credit_card,24.36,0,2,15,0,81394,82.6,25,0,692,Fully Paid
2000,36 months,62.1,1,0,Mortgage,65000,Not Verified,home_improvement,2.38,0,0,9,0,3630,10.1,21,0,782,Fully Paid
4000,36 months,124.04,1,2,Rent,20000,Source Verified,debt_consolidation,28.62,0,0,5,0,18534,84.8,8,0,722,Fully Paid
6000,60 months,138.03,3,10,Mortgage,73248,Source Verified,home_improvement,5.24,0,1,13,1,6904,30.1,32,1,712,Fully Paid
10400,36 months,324.27,1,4,Rent,36000,Not Verified,debt_consolidation,9.87,0,1,9,0,10103,29.1,27,0,727,Fully Paid
8400,36 months,285.51,3,10,Mortgage,49901.52,Not Verified,debt_consolidation,10.03,0,0,5,0,5501,91.7,17,0,702,Fully Paid
10750,36 months,331.49,1,2,Mortgage,67200,Not Verified,debt_consolidation,13.07,0,0,24,0,19163,24.9,54,0,787,Fully Paid
25000,60 months,613.28,5,6,Rent,119400,Source Verified,debt_consolidation,3.33,0,1,5,0,13521,72.7,9,0,727,Charged Off
1325,36 months,40.69,1,10,Own,39456,Not Verified,other,26.22,0,1,9,0,10791,43.8,29,0,747,Fully Paid
5000,36 months,158.06,1,3,Mortgage,40000,Not Verified,major_purchase,6.87,0,1,6,0,8914,74.9,11,0,737,Fully Paid
8125,60 months,201.45,4,10,Mortgage,59750,Not Verified,debt_consolidation,20.65,0,2,11,1,21866,86.1,34,1,677,Charged Off
6000,36 months,203.94,3,3,Rent,41280,Not Verified,other,21.98,0,0,5,0,21206,94.2,15,0,697,Fully Paid
5000,36 months,174.85,4,4,Mortgage,54000,Source Verified,major_purchase,6.98,1,0,11,0,6726,59,22,0,667,Fully Paid
6000,36 months,216.6,6,2,Rent,50000,Not Verified,credit_card,6.6,0,1,5,0,3433,79.8,5,0,677,Charged Off
6000,36 months,198.99,2,1,Own,25000,Not Verified,wedding,12.67,0,1,9,0,6371,23.1,13,0,727,Fully Paid
3500,36 months,122.33,4,10,Mortgage,40000,Not Verified,debt_consolidation,0.72,0,0,4,0,761,76.1,8,0,662,Fully Paid
1000,36 months,31.01,1,4,Rent,29000,Not Verified,other,17.05,1,1,10,0,5373,18.7,22,0,722,Fully Paid
3000,36 months,97.33,2,10,Mortgage,113316,Source Verified,car,21.71,0,2,14,0,30951,83.7,53,0,692,Fully Paid
12000,60 months,294.96,4,5,Mortgage,79900,Verified,other,7.93,0,0,10,1,8884,68.3,18,0,692,Fully Paid
7200,36 months,234.84,2,10,Own,117000,Verified,debt_consolidation,20.53,0,0,11,0,12267,81.2,16,0,677,Fully Paid
15000,60 months,347.48,3,4,Mortgage,31920,Verified,car,10.68,0,3,8,0,1281,4.4,10,0,757,Fully Paid
35000,36 months,873.25,3,1,Rent,100000,Verified,credit_card,19.08,0,1,8,0,46307,93.8,26,0,722,Fully Paid
12250,36 months,430.62,4,0,Rent,50000,Source Verified,debt_consolidation,24.41,0,1,9,0,15531,81.6,11,0,672,Fully Paid
4000,36 months,127.02,1,10,Rent,62500,Not Verified,debt_consolidation,15.84,1,0,6,0,8291,69.1,19,0,702,Fully Paid
6000,60 months,135.54,3,10,Mortgage,43000,Not Verified,credit_card,12.64,0,0,25,0,29989,23.1,41,0,792,Fully Paid
22400,60 months,506.01,3,10,Mortgage,110000,Verified,credit_card,4.61,0,0,6,0,15465,33,30,0,787,Fully Paid
6000,60 months,126.4,2,10,Mortgage,48000,Not Verified,car,19.77,0,0,10,0,12372,28.1,17,0,747,Fully Paid
6000,60 months,120.69,1,10,Mortgage,64500,Source Verified,credit_card,10.66,0,0,16,0,24006,34.4,44,0,752,Fully Paid
10000,36 months,317.72,1,5,Rent,50000,Verified,medical,7.56,0,0,21,0,0,0,48,0,757,Fully Paid
4800,36 months,156.58,2,2,Rent,36000,Not Verified,medical,3.13,0,3,3,0,775,43.1,8,0,737,Fully Paid
8000,60 months,171.48,2,3,Mortgage,60000,Not Verified,home_improvement,11.44,0,2,10,0,3083,5.4,18,0,767,Fully Paid
4500,36 months,149.24,2,3,Rent,50000,Verified,other,4.37,0,0,5,0,1961,55.7,14,0,702,Fully Paid
5000,36 months,155.51,1,10,Mortgage,225000,Verified,home_improvement,16.45,0,0,10,0,129071,90.9,26,0,747,Fully Paid
6000,36 months,197.83,2,2,Rent,59004,Source Verified,debt_consolidation,18.34,0,1,15,0,3634,27.5,17,0,697,Fully Paid
6000,36 months,189.38,1,2,Rent,75000,Source Verified,debt_consolidation,13.15,1,0,8,0,3397,13.5,12,0,712,Fully Paid
1200,36 months,37.79,1,3,Rent,33000,Not Verified,wedding,3.42,0,1,8,0,6685,19.2,9,0,722,Fully Paid
5500,36 months,187.58,3,8,Rent,69000,Not Verified,debt_consolidation,13,1,4,3,0,0,0,11,0,702,Charged Off
25000,36 months,828.35,2,10,Mortgage,130000,Verified,debt_consolidation,16.19,0,1,19,0,48787,18.3,62,0,752,Fully Paid
7000,36 months,251.6,4,3,Rent,52800,Not Verified,debt_consolidation,19.05,0,2,11,0,8926,90.2,44,0,662,Fully Paid
5000,36 months,164.02,2,1,Rent,70500,Not Verified,credit_card,12.65,0,0,4,0,5238,73.4,7,0,742,Fully Paid
2000,36 months,62.59,1,5,Mortgage,93000,Not Verified,other,21.23,0,0,11,0,11081,71.5,27,0,712,Fully Paid
5500,36 months,185.93,3,10,Own,27336,Not Verified,debt_consolidation,23.79,0,0,5,0,17314,67.9,5,0,687,Fully Paid
4000,36 months,133.3,3,2,Mortgage,138000,Not Verified,credit_card,18.27,0,4,11,0,15157,57,55,0,682,Charged Off
6000,36 months,180.96,1,10,Mortgage,127000,Source Verified,home_improvement,1.9,0,0,5,0,10058,26.7,23,0,772,Fully Paid
12975,36 months,252.86,1,6,Mortgage,97000,Not Verified,car,10.18,0,1,5,0,12218,49.1,12,0,737,Fully Paid
3200,36 months,100.28,1,2,Rent,30000,Not Verified,other,2.84,0,1,9,0,179,0.5,19,0,762,Fully Paid
1500,36 months,47.62,2,2,Rent,14088,Source Verified,other,19.76,0,0,7,0,99,24.7,14,0,712,Fully Paid
9000,36 months,305.31,3,2,Rent,72000,Not Verified,debt_consolidation,12.85,1,0,7,0,8081,58.1,13,0,687,Fully Paid
5000,36 months,165.55,3,2,Rent,21996,Not Verified,debt_consolidation,2.07,0,4,4,0,1312,17,5,0,702,Charged Off
4800,36 months,149.29,1,5,Rent,80000,Not Verified,debt_consolidation,11.7,0,0,13,0,20603,42,22,0,712,Fully Paid
18000,60 months,442.43,4,8,Mortgage,65000,Source Verified,debt_consolidation,13.2,0,1,13,1,24867,71.7,26,1,707,Charged Off
6800,36 months,224.92,2,7,Rent,64000,Source Verified,debt_consolidation,10.91,0,1,9,0,5567,42.8,15,0,692,Fully Paid
4000,60 months,92.02,3,6,Rent,45000,Not Verified,car,17.04,0,1,4,0,2929,71.4,16,0,722,Fully Paid
7500,36 months,246.84,2,10,Rent,36000,Not Verified,other,18.87,0,1,12,0,14225,53.7,35,0,697,Fully Paid
12000,36 months,381.04,1,4,Mortgage,76800,Not Verified,credit_card,18.94,0,0,17,0,13819,39.4,33,0,717,Fully Paid
3525,60 months,76.63,2,10,Mortgage,129996,Source Verified,other,16.74,0,0,10,0,49289,78.2,35,0,727,Fully Paid
8000,36 months,250.25,1,3,Mortgage,70000,Source Verified,debt_consolidation,20.93,0,2,10,0,9342,42.1,18,0,727,Fully Paid
11200,36 months,373.13,2,0,Rent,33500,Source Verified,debt_consolidation,5.55,0,1,6,0,14499,33.4,11,0,702,Fully Paid
2775,36 months,97.09,4,0,Rent,25000,Source Verified,debt_consolidation,14.21,0,0,3,0,4635,94.6,4,0,677,Charged Off
20000,60 months,451.8,3,10,Mortgage,70000,Verified,debt_consolidation,16.13,0,3,6,0,25129,50.7,36,0,767,Charged Off
12600,36 months,429.71,3,2,Mortgage,62400,Not Verified,debt_consolidation,10.81,0,2,11,0,12116,55.1,19,0,682,Fully Paid
22000,36 months,708.63,2,9,Mortgage,75573,Verified,debt_consolidation,19.96,0,0,9,0,18122,39.5,24,0,772,Fully Paid
12000,60 months,269.49,2,5,Rent,33000,Source Verified,debt_consolidation,19.2,0,0,10,0,11535,84.2,20,0,722,Fully Paid
10000,36 months,301.6,1,10,Mortgage,100000,Not Verified,debt_consolidation,3.19,0,0,6,0,5770,23,22,0,787,Fully Paid
6500,36 months,206.4,1,7,Mortgage,75000,Source Verified,other,23.82,0,2,8,0,31505,73.1,24,0,722,Fully Paid
25000,60 months,618.9,5,10,Mortgage,89697,Verified,credit_card,19.37,0,0,21,0,39443,41.7,51,0,712,Fully Paid
10000,60 months,216.18,2,10,Mortgage,84000,Not Verified,car,7.49,0,0,8,0,231,0.7,21,0,817,Fully Paid
19125,60 months,515.79,7,9,Mortgage,47520,Verified,small_business,21.46,2,2,7,0,5380,80.3,38,0,662,Fully Paid
12000,60 months,271.08,3,6,Mortgage,119600,Not Verified,major_purchase,11.75,1,0,10,0,56800,31.5,14,0,702,Fully Paid
16000,36 months,400.77,2,5,Mortgage,97000,Source Verified,home_improvement,6.21,0,0,16,0,3517,11.9,34,0,717,Fully Paid
23675,60 months,560.63,3,10,Mortgage,84000,Verified,debt_consolidation,16.59,0,1,7,0,56086,59.8,33,0,742,Fully Paid
4000,60 months,95.61,4,10,Mortgage,36000,Not Verified,debt_consolidation,14.5,0,3,7,0,4464,46,19,0,682,Charged Off
5600,36 months,197.99,6,10,Rent,63000,Verified,debt_consolidation,26.46,0,2,22,0,14343,42.1,31,0,662,Charged Off
1600,36 months,54.47,3,0,Own,16800,Not Verified,debt_consolidation,20.86,1,1,7,0,8451,65.5,13,0,662,Fully Paid
13000,36 months,448.18,4,0,Rent,39600,Verified,debt_consolidation,21.39,0,0,6,0,14021,71.9,13,0,677,Fully Paid
15000,36 months,517.42,3,7,Mortgage,120000,Not Verified,debt_consolidation,9.49,0,2,18,0,13345,21.6,36,0,687,Fully Paid
14000,60 months,310.44,2,4,Mortgage,218000,Verified,major_purchase,6.74,0,0,11,1,9521,35.6,16,1,717,Fully Paid
12500,36 months,439.16,4,10,Rent,48000,Verified,debt_consolidation,9.75,2,0,7,0,9953,63.4,12,0,667,Fully Paid
12000,60 months,277.98,3,3,Mortgage,112000,Verified,major_purchase,7.42,1,1,10,0,5795,44.2,28,0,707,Fully Paid
7550,36 months,243.59,2,10,Rent,73000,Verified,debt_consolidation,18,1,2,7,0,19113,78.3,23,0,727,Charged Off
10000,60 months,127.45,1,5,Mortgage,69240,Source Verified,debt_consolidation,13.85,0,1,10,0,11089,38.5,22,0,737,Fully Paid
25000,36 months,870.71,4,10,Mortgage,139000,Not Verified,small_business,16.16,0,5,14,0,56909,49.8,26,0,707,Charged Off
3000,36 months,99.45,2,7,Mortgage,38400,Source Verified,moving,16.81,0,4,12,0,28124,43.3,34,0,692,Charged Off
2000,36 months,65.24,2,8,Own,86004,Not Verified,other,23.29,0,1,11,0,17594,80,63,0,692,Fully Paid
16200,60 months,356.2,2,10,Mortgage,79000,Source Verified,debt_consolidation,17.04,0,1,14,0,56853,22.5,30,0,742,Fully Paid
16000,60 months,385.53,4,3,Mortgage,52000,Source Verified,home_improvement,14.05,0,0,9,0,8263,51.3,9,0,707,Fully Paid
10000,36 months,335.41,3,10,Rent,44000,Verified,debt_consolidation,19.04,0,2,9,1,10017,84.2,22,1,677,Fully Paid
9800,36 months,332.52,3,4,Rent,60000,Not Verified,debt_consolidation,23.34,0,0,19,0,16133,56.2,20,0,672,Fully Paid
12500,36 months,458.39,5,10,Mortgage,96000,Not Verified,other,17.82,0,0,5,0,3760,94,20,0,662,Fully Paid
10500,36 months,368.95,3,10,Own,45000,Verified,home_improvement,21.28,1,2,9,0,7795,77.2,22,0,672,Charged Off
8000,36 months,268.36,2,5,Rent,42000,Source Verified,debt_consolidation,23.71,1,3,18,0,11424,38,29,0,697,Fully Paid
5650,36 months,191.67,3,10,Rent,67200,Source Verified,debt_consolidation,6.18,1,1,15,0,5333,47.2,28,0,672,Fully Paid
12900,36 months,423.17,2,6,Mortgage,60000,Not Verified,debt_consolidation,6.24,0,0,9,0,12419,34.8,20,0,742,Fully Paid
5000,36 months,160.48,1,8,Rent,38004,Verified,educational,14.02,0,3,10,0,10011,43.2,19,0,732,Fully Paid
15000,36 months,466.53,1,10,Own,66000,Verified,other,26.47,0,3,8,0,14775,54.1,25,0,757,Fully Paid
7200,36 months,227.26,1,2,Rent,50000,Source Verified,debt_consolidation,6.72,0,0,8,0,4899,18.3,9,0,722,Fully Paid
8000,60 months,196.64,4,5,Own,84875,Source Verified,debt_consolidation,11.71,0,1,5,0,29627,96.5,9,0,712,Fully Paid
10000,60 months,239.38,4,9,Rent,48000,Not Verified,major_purchase,18.02,0,3,7,0,7354,76.6,11,0,687,Fully Paid
12000,36 months,407.17,3,4,Mortgage,75000,Not Verified,debt_consolidation,11.73,0,1,12,0,15554,79.5,18,0,687,Fully Paid
3000,60 months,71.11,4,4,Rent,36000,Source Verified,debt_consolidation,12.2,0,0,13,0,3029,22.8,16,0,692,Fully Paid
14400,60 months,352.64,4,1,Mortgage,96000,Source Verified,debt_consolidation,19.61,0,3,11,0,24656,57.9,22,0,677,Fully Paid
11000,36 months,386.68,4,1,Rent,97500,Not Verified,debt_consolidation,11.94,0,0,8,0,23597,98.7,11,0,707,Fully Paid
